site_id,date,total_count,n_slots,commute_count,precip_mm,rainy_slots,heavy_slots,temp_mean,wind_mean,gust_max,hum_mean,pressure_mean,sun_min,radiation_mean,station_km,site_lat,site_lon,dow,month,weekend,rain_day,heavy_rain_day,commute_share,holiday,summer_break,covid
1,2019-12-05,304.0,192,117.0,0.22,2,0,0.34986979166666665,,10.02,95.14114583333333,1007.8781250000001,0.0,21.513239583333334,14.972683799800057,50.91618331151478,4.456121776137429,3,12,0,1,0,0.3848684210526316,0,0,0
1,2019-12-06,207.0,192,65.0,16.94,84,0,4.424718749999999,,17.36,93.01354166666665,998.5064583333333,0.0,5.569197916666667,14.972683799800057,50.91618331151478,4.456121776137429,4,12,0,1,1,0.3140096618357488,0,0,0
1,2019-12-07,142.0,192,26.0,0.0,0,0,8.683072916666667,,11.23,85.5546875,1000.7499479166667,0.0,18.43371875,14.972683799800057,50.91618331151478,4.456121776137429,5,12,1,0,0,0.18309859154929578,0,0,0
1,2019-12-08,72.0,192,31.0,8.02,46,0,9.081473958333333,,20.14,83.07135416666667,991.6876041666666,0.0,18.31709375,14.972683799800057,50.91618331151478,4.456121776137429,6,12,1,1,1,0.4305555555555556,0,0,0
1,2019-12-09,179.0,192,64.0,11.86,58,2,6.441020833333333,,19.96,84.84166666666667,992.09671875,0.0,13.567020833333332,14.972683799800057,50.91618331151478,4.456121776137429,0,12,0,1,1,0.3575418994413408,0,0,0
1,2019-12-10,345.0,192,135.0,0.12,2,0,4.391109375,,19.44,80.42479166666666,1008.5190104166667,0.0,44.38992708333333,14.972683799800057,50.91618331151478,4.456121776137429,1,12,0,1,0,0.391304347826087,0,0,0
1,2019-12-11,265.0,192,106.0,8.72,50,0,5.48875,,17.59,91.72500000000001,995.04390625,0.0,13.282213541666666,14.972683799800057,50.91618331151478,4.456121776137429,2,12,0,1,1,0.4,0,0,0
1,2019-12-12,335.0,192,131.0,5.5600000000000005,22,0,4.044869791666667,,17.29,88.03385416666667,984.3036458333332,0.0,35.06696354166667,14.972683799800057,50.91618331151478,4.456121776137429,3,12,0,1,1,0.39104477611940297,0,0,0
1,2019-12-13,175.0,192,59.0,19.98,102,0,5.3819895833333335,,17.03,90.88906250000001,966.5851041666666,0.0,6.544302083333334,14.972683799800057,50.91618331151478,4.456121776137429,4,12,0,1,1,0.33714285714285713,0,0,0
1,2019-12-14,67.0,192,12.0,9.52,46,0,6.197401041666667,,21.97,82.16375000000001,978.9752083333333,0.0,21.288739583333335,14.972683799800057,50.91618331151478,4.456121776137429,5,12,1,1,1,0.1791044776119403,0,0,0
1,2019-12-15,155.0,192,30.0,8.32,32,2,7.436354166666667,,17.94,79.286875,987.4186458333334,0.0,39.33741145833333,14.972683799800057,50.91618331151478,4.456121776137429,6,12,1,1,1,0.1935483870967742,0,0,0
1,2019-12-16,265.0,192,109.0,1.24,22,0,7.6066770833333335,,9.99,92.54479166666665,991.1432291666666,0.0,11.243916666666665,14.972683799800057,50.91618331151478,4.456121776137429,0,12,0,1,0,0.41132075471698115,0,0,0
1,2019-12-17,405.0,192,164.0,1.7799999999999998,10,0,11.68140625,,15.56,77.66421875,988.16421875,0.0,27.490317708333333,14.972683799800057,50.91618331151478,4.456121776137429,1,12,0,1,0,0.4049382716049383,0,0,0
1,2019-12-18,369.0,192,140.0,0.0,0,0,7.749510416666666,,12.28,86.75625000000001,1000.5667708333334,0.0,40.34444791666667,14.972683799800057,50.91618331151478,4.456121776137429,2,12,0,0,0,0.3794037940379404,0,0,0
1,2019-12-19,328.0,192,126.0,0.2,4,0,12.117135416666665,,13.82,77.15015625,992.83234375,0.0,28.030817708333334,14.972683799800057,50.91618331151478,4.456121776137429,3,12,0,1,0,0.38414634146341464,0,0,0
