site_id,site_lat,site_lon,rain_penalty_pct,rain_penalty_count,median_daily_count,rain_share,commute_share,station_km,weather_resilience_index
1,50.91618331151478,4.456121776137429,0.22450367065453675,89.18806230200468,369.0,0.5656996587030717,0.29747450218552696,14.972683799800057,0.7754963293454633
10,50.93549,4.01571,0.1783128916530801,47.772952444228224,282.0,0.5976962457337884,0.313953488372093,14.848313522523695,0.8216871083469199
100,51.0457,4.46883,0.0,0.0,1620.0,0.5984790874524715,0.27225130890052357,5.089265755710673,1.0
101,50.97799,5.04481,0.04267353185791271,11.139766161883458,300.0,0.5729564553093965,0.2767857142857143,27.09317077256348,0.9573264681420873
102,50.9779,5.04474,0.059137662776274,12.10449475770416,240.0,0.571319018404908,0.3197550939138515,27.102947390313943,0.940862337223726
103,51.31681,4.73872,0.15097257100639733,23.15121933701265,169.0,0.5726299694189603,0.35871420749186717,22.704384889445336,0.8490274289936026
104,51.31682,4.73852,0.12231599235452512,19.26019498702047,177.0,0.5726299694189603,0.2985781990521327,22.717204689805005,0.8776840076454748
105,50.75509,4.24943,0.43558385295264995,4.528887032100642,38.5,0.5785714285714286,0.3157894736842105,8.917136419511992,0.5644161470473501
106,50.75533,4.24951,0.07796754073729481,3.189432735156304,46.0,0.5814843152257078,0.2972972972972973,8.898496763005497,0.9220324592627052
107,50.8870744,4.7087919,0.0,0.0,4443.0,0.6001552795031055,0.2533951608654495,24.566074302296073,1.0
108,50.8471728,4.6954674,0.07806486213745628,52.2618466522963,758.5,0.5878693623639192,0.2872111978431926,24.37030715070776,0.9219351378625438
109,50.9903936,4.4707023,0.12763498201565415,145.35616159110884,1628.0,0.5985970381917382,0.27350081037277146,10.147789860063003,0.8723650179843458
11,50.93385,4.01647,0.21451834914060164,79.3495736062945,380.0,0.5972696245733788,0.312316715542522,14.960667990339545,0.7854816508593984
110,51.1739426,4.811783,0.13071419015248545,119.96870778085548,965.0,0.58046875,0.3537061533720659,15.913469722576002,0.8692858098475146
111,50.8871216,4.4597084,0.2083518244958359,84.40938258364523,424.5,0.5915492957746479,0.2887940596901956,12.340920352077186,0.7916481755041641
112,51.1354992,4.9394789,0.075075708636711,32.19123098305977,557.5,0.5816326530612245,0.34626060530995373,11.342676190548419,0.924924291363289
113,50.96018,3.55578,0.13225045252677925,27.720340469277986,227.0,0.6036536934074662,0.3154121863799283,18.358092061948323,0.8677495474732208
114,50.9598305,3.555502,0.09334219194344635,3.595431586623917,66.0,0.6028594122319301,0.3333333333333333,18.38225133614264,0.9066578080565536
115,51.1058367,3.4350591,0.11893148722436994,69.79897791239216,650.0,0.6020816653322658,0.30818278427205104,30.069445363203616,0.88106851277563
116,50.9986113,3.8040599,0.09072840490168088,22.810434091564083,280.0,0.6020816653322658,0.305993690851735,2.2017623182115953,0.9092715950983191
117,50.9986113,3.8040599,0.13323451909730272,43.82262144483221,348.0,0.6020816653322658,0.2682060390763766,2.2017623182115953,0.8667654809026972
118,51.028049,3.7681359,0.0,0.0,979.5,0.6003210272873194,0.2545317220543807,6.278243099303229,1.0
119,51.0281795,3.7683918,0.06447826853470848,0.5479726903735909,563.0,0.5941765241128298,0.24868189806678384,6.281003634042086,0.9355217314652915
12,50.81896,4.47803,0.3350324425056608,127.07891967239888,374.5,0.5411568409343716,0.2837124421560321,8.799369806443483,0.6649675574943392
120,51.0607671,4.0547741,0.13660362837649834,14.438945575245569,110.0,0.6016064257028112,0.3246413272591283,18.947297732112894,0.8633963716235017
121,51.0604067,4.0556696,0.07011921493097976,22.024888310277504,345.0,0.6016064257028112,0.27325581395348836,18.983751381375352,0.9298807850690203
122,51.0373918,4.1019222,0.0,0.0,544.0,0.6016064257028112,0.28248435986702614,20.987406369123214,1.0
123,51.1964555,4.2362771,0.29854709330126566,0.3841814841804959,252.0,0.4306569343065693,0.30266277423920734,16.80509174694351,0.7014529066987343
124,51.1964712,4.2361077,0.27294624564257297,11.881192186011955,448.5,0.5880149812734082,0.2967741935483871,16.80983586320131,0.727053754357427
125,51.0372706,4.1025998,0.1119578487224406,119.55550200305453,1337.0,0.6026058631921825,0.26643922137088427,21.02855801993324,0.8880421512775594
126,51.1017709,4.1469307,0.14529492604983305,57.425365551943344,405.0,0.6016326530612245,0.3009950248756219,26.54424780273901,0.8547050739501669
127,51.1342966,4.9400421,0.06041890565446235,22.772007338809658,490.5,0.5776143790849673,0.37334788937409025,11.43462841042537,0.9395810943455376
128,51.09644,3.97023,0.0530547404866031,13.804955844275582,301.0,0.6036036036036037,0.2779783393501805,16.824942622883,0.9469452595133969
129,51.09612,3.97025,0.04317573356248925,11.262280730722836,290.0,0.6036036036036037,0.233502538071066,16.798566484101535,0.9568242664375107
13,51.03018,3.70146,0.041201390105452214,25.23514470569637,736.0,0.5972696245733788,0.27124064258973857,9.746966639684645,0.9587986098945478
131,51.0276612,3.558569,0.1980711087319984,64.10880005369043,299.0,0.5931156222418358,0.29553264604810997,18.76723802520672,0.8019288912680016
132,51.245445,4.8298851,0.15324496329268386,17.400218470037856,119.0,0.5692446043165468,0.3013763197586727,13.999043581965354,0.8467550367073161
133,51.2453915,4.8297416,0.15207755897876002,17.650988576881986,122.0,0.5722171113155474,0.316869918699187,14.00772427823801,0.84792244102124
134,51.2548405,5.1037658,0.13822602818927576,45.05848566288745,365.0,0.5692446043165468,0.2785195200270407,6.496781020006561,0.8617739718107242
135,51.2544998,5.1040064,0.1513040405023715,48.659528346362634,359.0,0.5692446043165468,0.3150091575091575,6.488972717337895,0.8486959594976284
136,51.0876313,3.7587918,0.0,0.0,455.5,0.5956284153005464,0.24818840579710144,12.588086643714595,1.0
137,50.9411605,5.3417576,0.0,0.0,1948.0,0.6108422071636012,0.2725752508361204,8.126113377515688,1.0
138,50.9405318,5.3422472,0.08394976769739987,146.85124828537778,1810.5,0.607824427480916,0.2809193147094304,8.069629419264755,0.9160502323026001
139,51.0644267,5.3819796,0.4090397965970396,186.19706030688545,349.0,0.6074498567335244,0.38857999393687614,17.240901133794676,0.5909602034029604
14,50.97172,5.48927,0.17900374890570847,27.297893956731563,142.0,0.6015358361774744,0.3014026348561316,6.826006268254662,0.8209962510942915
140,50.9300038,5.3438616,0.01796362099162367,29.214776565284637,1913.5,0.6083172147001934,0.27639140392184375,7.6336971655693295,0.9820363790083764
142,51.22632,3.24095,0.0,0.0,3788.5,0.7380952380952381,0.22956462619752405,13.732655298933077,1.0
143,50.83066,3.26286,0.0,0.0,4487.0,0.6306196840826246,0.2733750809760311,12.830132959268715,1.0
145,50.7885856,4.4908759,0.11381146429634946,27.575483155997233,0.0,0.5719298245614035,0.24317674303200726,9.391628479388176,0.8861885357036505
146,50.7881478,4.4902818,0.11423046741647612,27.438271917168663,0.0,0.5669014084507042,0.21176470588235294,9.354907518656448,0.8857695325835239
147,50.7797555,4.4975769,0.12449351061196837,28.84967412397114,126.0,0.616580310880829,0.3083525916143942,9.998865590946028,0.8755064893880317
148,50.76699493,4.44471001,0.12450490211035838,25.465095217339126,290.0,0.6197916666666666,0.30284818395610136,6.939364605519242,0.8754950978896416
149,50.88297881,4.43356644,0.13053867420860443,29.441054604833226,269.0,0.6256684491978609,0.37095837688083744,10.97113278038771,0.8694613257913956
15,51.21371,2.92743,0.07646088267332347,42.17678543235877,604.0,0.6949658703071673,0.28169014084507044,24.190891925121935,0.9235391173266765
150,50.8687535,4.56136297,0.17103785578713457,37.208519350380314,81.0,0.6204379562043796,0.3413665254237288,16.38544883738312,0.8289621442128654
151,50.8690262,4.6854839,0.17097376139422682,41.414133890632655,181.0,0.625,0.27710843373493976,24.37404848149087,0.8290262386057732
152,50.968901168564656,4.149169474840164,0.13026814329093483,33.5169619006995,262.0,0.6829268292682927,0.3851851851851852,23.36117875728726,0.8697318567090652
16,50.83332,3.27777,0.0,0.0,713.0,0.6007718696397941,0.2697361195611813,13.479489200325746,1.0
17,50.83339,3.27773,0.0,0.0,695.5,0.6015358361774744,0.28716933271211886,13.472665508656112,1.0
18,51.21378,2.92765,0.07031605046789617,42.233064885966144,651.5,0.6949658703071673,0.2770914562766732,24.174025487073553,0.9296839495321039
